Time,ACC_X.raw,ACC_Y.raw,ACC_Z.raw,ACC_X.norm,ACC_Y.norm,ACC_Z.norm,GYRO_X.raw,GYRO_Y.raw,GYRO_Z.raw,GYRO_X.norm,GYRO_Y.norm,GYRO_Z.norm,Ceramic_Piezo,Film_Piezo,Weighted_Film_Piezo,Vibration_Sensor,Activity_Name ,New_Window,,,,,,
observation 1,,,,,,,,,,,,,,,,,,,,millisec diff,sec diff ,,avg sampling rate/sec ,
6295,36,-640,16936,0.06,-0.4,10.09,64,20,31,-0.13,0,-0.01,197,326,444,0,human_fall,no,9,,,,,
6996,-48,-632,16840,-0.06,-0.36,10.09,66,18,30,0.11,0.12,-0.01,205,336,434,0,human_fall,no,10,,,,,
7695,-92,-652,16860,-0.06,-0.35,10.07,66,18,33,-0.07,-0.13,-0.13,201,330,420,0,human_fall,no,11,,,,,
8395,-24,-572,16856,0.01,-0.36,10.12,66,20,33,-0.19,0.12,0.05,186,309,391,0,human_fall,no,12,,,,,
9095,-20,-544,16932,0,-0.37,10.05,66,20,33,-0.13,0.06,0.11,186,288,357,0,human_fall,no,13,,,,,
9795,-16,-636,16972,-0.01,-0.39,10.05,68,22,32,0.17,0.24,-0.07,174,272,329,0,human_fall,no,14,,,,,
10495,-76,-568,16676,0,-0.37,10.06,66,20,34,-0.07,0,0.23,167,253,302,0,human_fall,no,15,,,,,
observation 50,,,,,,,,,,,,,,,,,,,,,,,,
696,108,-596,16880,0.03,-0.37,10.14,63,18,32,-0.06,-0.13,0.02,126,142,184,0,human_fall,yes,1,,,,,
1395,-4,-632,17060,0.03,-0.35,10.14,68,19,32,0.06,0.05,0.02,120,140,183,0,human_fall,no,2,,,,,
2096,-12,-636,16896,-0.05,-0.37,10.17,69,18,34,0.06,0.05,0.14,121,142,177,0,human_fall,no,3,,,,,
2795,-104,-612,16868,-0.02,-0.34,10.09,67,20,31,-0.06,-0.01,0.14,116,140,172,0,human_fall,no,4,,,,,
3496,-24,-672,16680,0.02,-0.39,10.09,65,21,32,0,0.24,-0.04,114,140,162,0,human_fall,no,5,,,,,
4195,-128,-584,16956,-0.03,-0.33,10.14,65,16,35,0,-0.07,0.14,178,234,357,0,human_fall,no,6,,,,,
4895,56,-672,16932,0.02,-0.4,10.05,66,19,34,0.06,-0.07,-0.04,228,297,469,0,human_fall,no,7,,,,,
5596,28,-504,16988,0.04,-0.39,10.08,69,20,33,0.12,-0.01,0.02,218,297,458,0,human_fall,no,8,,,,,
6295,-32,-588,16868,-0.01,-0.34,10.14,63,22,34,0,0.11,0.02,221,285,441,0,human_fall,no,9,,,,,
6996,-40,-604,16856,0.01,-0.36,10.18,67,19,30,0.06,-0.13,-0.04,224,280,431,0,human_fall,no,10,,,,,
7695,-88,-592,16864,-0.02,-0.38,10.1,64,20,31,-0.06,-0.07,0.08,213,276,413,0,human_fall,no,11,,,,,
8395,16,-592,16908,0,-0.38,10.16,63,20,33,0.06,-0.01,0.02,205,260,383,0,human_fall,no,12,,,,,
9095,-8,-576,16844,0.02,-0.36,10.06,68,20,30,0.06,-0.07,-0.1,197,241,346,0,human_fall,no,13,,,,,
9795,4,-632,16788,0.01,-0.39,10.12,65,20,34,0,0.05,0.08,193,227,328,0,human_fall,no,14,,,,,
10495,0,-612,16816,0.04,-0.35,10.07,67,14,34,0,0.05,-0.04,185,218,301,0,human_fall,no,15,,,,,
