"Time","ACC_X.raw","ACC_Y.raw","ACC_Z.raw","ACC_X.norm","ACC_Y.norm","ACC_Z.norm","GYRO_X.raw","GYRO_Y.raw","GYRO_Z.raw","GYRO_X.norm","GYRO_Y.norm","GYRO_Z.norm","Ceramic_Piezo","Film_Piezo","Weighted_Film_Piezo","Activity_Name","New_Window"
"8395",16,-540,16880,0,-0.39,10.1,67,17,36,0.01,-0.14,-0.01,167,236,293,"human_fall","no"
"9094",-32,-636,16824,-0.02,-0.4,10.17,66,20,31,0.07,-0.08,-0.14,162,229,281,"human_fall","no"
"9795",-76,-668,16824,-0.03,-0.39,10.11,65,21,32,-0.12,0.16,-0.01,153,227,259,"human_fall","no"
"10495",-76,-592,16980,-0.03,-0.38,10.13,68,18,32,-0.05,-0.08,0.11,145,215,240,"human_fall","no"
"696",16,-632,16852,0,-0.38,10.04,63,18,31,0.07,-0.02,0.05,120,174,216,"human_fall","yes"
"1396",-28,-612,16928,-0.01,-0.39,10.18,64,18,33,-0.12,-0.26,-0.01,120,174,224,"human_fall","no"
"2096",-88,-604,16924,-0.03,-0.36,10.08,66,19,31,0.13,0.1,-0.01,123,164,226,"human_fall","no"
"2795",-64,-740,16824,-0.01,-0.4,10.12,63,17,31,-0.05,-0.02,0.11,122,158,219,"human_fall","no"
"3496",0,-496,19596,-0.02,-0.29,11.06,64,18,35,-0.05,-0.57,0.11,120,150,205,"human_fall","no"
"4195",32,-540,16944,0.02,-0.35,10.12,64,19,34,0.19,0.04,-0.01,117,151,188,"human_fall","no"
"4896",52,-648,16944,-0.02,-0.39,10.11,65,16,32,-0.05,-0.2,-0.01,159,224,293,"human_fall","no"
"5595",-20,-616,16932,-0.01,-0.34,10.16,64,18,31,0.01,0.1,0.11,180,268,350,"human_fall","no"
"6296",-88,-652,16988,-0.01,-0.38,10.07,64,20,33,0.13,0.23,0.05,197,269,378,"human_fall","no"
"6996",-8,-648,16880,-0.04,-0.33,10.06,67,19,34,0.01,-0.14,0.05,192,269,366,"human_fall","no"
"7695",28,-636,17072,0.01,-0.38,10.13,67,20,34,0.13,0.16,0.17,181,256,332,"human_fall","no"
"8396",44,-572,16864,-0.02,-0.36,10.12,66,19,36,0.07,-0.02,0.17,170,239,310,"human_fall","no"
"9095",-60,-520,16784,-0.06,-0.41,10.08,67,21,32,0.01,-0.08,-0.07,170,220,292,"human_fall","no"
"9796",-64,-756,16872,-0.03,-0.35,10.08,68,19,34,0.01,0.1,-0.07,157,219,276,"human_fall","no"
"10495",-32,-600,16956,-0.02,-0.33,10.16,65,17,31,-0.12,0.04,-0.14,157,224,275,"human_fall","no"
"697",96,-608,16764,0.03,-0.36,10.14,63,24,33,0.07,0.16,0.05,110,146,174,"human_fall","yes"
"1396",20,-692,16788,0.04,-0.36,10.03,66,21,34,0.01,0.04,-0.01,111,147,180,"human_fall","no"
"2096",16,-588,17044,-0.06,-0.42,10.1,63,22,35,-0.18,0.04,-0.07,110,140,179,"human_fall","no"
"2796",32,-596,16892,-0.05,-0.37,10.14,65,16,32,0.01,-0.08,-0.14,108,141,170,"human_fall","no"
"3496",40,-756,16808,-0.01,-0.4,10.01,63,17,34,-0.05,-0.14,0.11,117,152,185,"human_fall","no"
"4196",48,-612,16996,-0.02,-0.36,10.13,65,20,34,-0.05,-0.02,0.05,161,220,303,"human_fall","no"
"4896",-16,-572,17020,-0.03,-0.34,10.09,67,19,33,0.07,-0.2,-0.01,173,236,318,"human_fall","no"
"5596",-84,-612,16956,-0.02,-0.39,10.18,66,18,37,-0.12,-0.14,0.11,166,250,311,"human_fall","no"
"6296",-72,-572,16836,-0.02,-0.31,10.06,66,20,34,-0.05,-0.14,0.17,162,252,301,"human_fall","no"
"6996",-48,-672,16872,-0.05,-0.38,10.05,67,19,28,-0.05,-0.08,-0.07,158,243,291,"human_fall","no"
"7696",-60,-652,16916,-0.06,-0.34,10.18,68,20,32,0.01,-0.14,0.17,155,246,290,"human_fall","no"
"8396",-80,-612,16932,-0.02,-0.36,10.15,67,19,31,-0.12,-0.02,-0.01,151,234,279,"human_fall","no"
"9095",136,-556,16856,0.05,-0.35,10.05,65,18,32,-0.12,-0.08,0.11,144,214,252,"human_fall","no"
"9796",-36,-644,16856,0,-0.35,10.12,67,18,34,0.01,-0.02,0.17,134,208,232,"human_fall","no"
"10495",32,-660,16932,-0.02,-0.36,10.13,64,16,31,-0.05,-0.14,0.11,130,205,217,"human_fall","no"
"696",-80,-700,16824,-0.05,-0.36,10.06,64,23,34,-0.1,-0.04,0.08,107,194,199,"human_fall","yes"
"1396",-8,-572,16848,-0.05,-0.35,10.18,65,17,32,-0.04,-0.23,0.02,110,197,215,"human_fall","no"
"2096",-96,-628,16980,-0.01,-0.34,10.15,63,22,31,-0.1,0.08,0.14,114,187,215,"human_fall","no"
"2796",-16,-592,16904,0,-0.3,10.05,65,19,29,0.15,0.02,-0.1,113,179,209,"human_fall","no"
"3496",-40,-688,17044,0,-0.37,10.12,65,18,34,0.02,-0.16,0.08,114,177,210,"human_fall","no"
"4196",-96,-560,16836,0.01,-0.36,10.04,66,21,32,0.02,-0.04,0.08,160,238,324,"human_fall","no"
"4895",72,-620,16992,0.02,-0.35,10.14,64,20,34,0.02,-0.04,0.02,169,267,364,"human_fall","no"
"5596",44,-588,17044,0.02,-0.32,10.12,66,20,34,-0.04,0.02,-0.04,183,265,369,"human_fall","no"
"6295",-72,-604,16808,-0.05,-0.35,10.05,68,18,33,0.27,-0.1,-0.04,181,272,376,"human_fall","no"
"6996",-28,-664,16840,0.02,-0.37,10.06,66,19,31,0.02,-0.1,-0.04,176,280,370,"human_fall","no"
"7695",4,-652,16828,-0.02,-0.32,10.09,65,21,35,-0.04,0.08,0.08,173,249,349,"human_fall","no"
"8395",44,-628,16928,0,-0.38,10.08,64,21,34,-0.1,-0.16,0.08,169,229,325,"human_fall","no"
"9095",-76,-604,16764,0.01,-0.39,10.11,63,16,31,-0.16,-0.16,0.08,161,221,304,"human_fall","no"
"9795",28,-536,17072,0.03,-0.36,10.07,64,20,36,-0.16,0.02,0.02,147,207,278,"human_fall","no"
"10495",-28,-468,16832,0.01,-0.36,10.14,63,19,33,-0.1,-0.1,0.02,147,199,264,"human_fall","no"
"697",-40,-700,16944,-0.01,-0.42,10.07,64,18,35,-0.04,-0.04,0.14,113,150,196,"human_fall","yes"
"1397",64,-592,16804,-0.04,-0.36,10.03,63,16,35,0.02,-0.1,0.08,110,144,185,"human_fall","no"
"2096",-16,-588,16856,-0.01,-0.4,10.09,66,19,36,0.02,0.02,0.02,109,148,184,"human_fall","no"
"2797",72,-656,16848,0.08,-0.38,10.08,66,20,30,-0.22,0.02,-0.04,110,166,188,"human_fall","no"
"3496",-44,-604,16904,0,-0.4,10.05,69,18,32,-0.04,-0.16,0.08,110,164,202,"human_fall","no"
"4197",-24,-560,16844,0,-0.38,10.16,66,21,31,-0.1,0.08,-0.04,109,156,199,"human_fall","no"
"4896",36,-636,17028,0.03,-0.36,10.12,64,19,28,0.02,0.08,-0.17,108,152,193,"human_fall","no"
"5249",780,-464,28836,0.25,-1.06,13.94,172,54,43,9.35,1.3,1.24,107,147,180,"human_fall","no"
"5950",-44,-608,17028,0,-0.36,10.13,65,17,33,0.08,0.08,-0.1,115,146,170,"human_fall","no"
"6649",16,-536,16732,0.03,-0.39,10.03,63,17,31,-0.04,-0.1,-0.04,154,209,305,"human_fall","no"
"7349",28,-628,16848,0.01,-0.43,10.11,68,18,32,0.21,-0.1,-0.04,163,234,321,"human_fall","no"
"8049",-120,-584,16920,-0.05,-0.32,10.16,67,20,32,0.08,0.08,0.02,162,239,313,"human_fall","no"
"8749",-60,-548,17052,-0.04,-0.39,10.19,66,22,33,-0.04,0.14,-0.1,166,238,313,"human_fall","no"
"9449",4,-584,16872,-0.01,-0.4,10.11,63,19,34,-0.16,-0.1,0.08,154,230,291,"human_fall","no"
"10149",-48,-592,16848,0.01,-0.31,10.07,64,20,31,-0.1,-0.16,-0.17,148,218,276,"human_fall","no"
"697",-16,-576,16964,-0.01,-0.34,10.1,66,18,31,0.13,-0.02,0.03,117,207,230,"human_fall","yes"
"1397",-32,-696,17020,-0.01,-0.42,10.23,64,16,31,-0.11,-0.2,0.09,117,216,237,"human_fall","no"
"2097",44,-564,16848,-0.03,-0.38,10.05,65,20,31,-0.05,-0.02,0.03,124,234,262,"human_fall","no"
"2288",464,-1448,27160,0.28,-0.87,16.25,88,26,38,1.04,-0.99,0.21,128,171,253,"human_fall","no"
"2988",-32,-676,16844,-0.03,-0.37,10.08,64,22,33,-0.05,-0.02,-0.03,134,182,247,"human_fall","no"
"3688",32,-652,16932,-0.05,-0.33,10.08,64,21,35,0.01,0.11,0.03,175,244,377,"human_fall","no"
"4388",-36,-612,16748,-0.06,-0.35,10.05,65,17,30,0.13,-0.08,-0.03,184,277,398,"human_fall","no"
"5088",-84,-612,16968,-0.01,-0.36,10.1,65,18,33,0.13,-0.08,0.15,188,296,411,"human_fall","no"
"5788",-56,-528,16860,-0.03,-0.32,10.09,66,21,35,0.01,0.17,0.03,188,326,433,"human_fall","no"
"6487",-104,-620,16920,-0.05,-0.36,10.14,67,21,33,0.13,0.11,-0.03,187,292,412,"human_fall","no"
"7188",-76,-628,17076,-0.02,-0.31,10.16,67,18,31,-0.05,-0.08,-0.03,181,288,390,"human_fall","no"
"7888",60,-492,16772,0.02,-0.27,10.13,66,19,33,-0.11,-0.02,-0.09,170,277,365,"human_fall","no"
"8588",40,-540,16652,-0.06,-0.36,9.99,66,20,32,-0.05,0.05,-0.09,162,261,337,"human_fall","no"
"9288",-16,-608,16980,0.03,-0.36,10.14,62,23,31,-0.05,0.23,0.09,163,249,324,"human_fall","no"
"9987",-28,-584,16820,0.02,-0.38,10.14,63,17,33,0.01,-0.08,-0.03,157,226,302,"human_fall","no"
"10688",-88,-688,16900,-0.06,-0.38,10.12,64,22,33,0.07,0.11,0.09,155,205,287,"human_fall","no"
"697",-16,-648,16932,0.01,-0.37,10.13,64,21,33,0,0.07,0.15,137,150,198,"human_fall","yes"
"1397",8,-612,16896,0.02,-0.36,10.07,65,17,32,0,-0.11,-0.03,125,142,187,"human_fall","no"
"2096",-76,-536,16880,-0.05,-0.32,10.1,63,18,34,-0.13,-0.05,0.03,118,133,169,"human_fall","no"
"2797",0,-580,16888,-0.06,-0.4,10.1,64,18,32,0,-0.11,0.09,153,250,288,"human_fall","no"
"3496",8,-652,16940,0,-0.37,10.08,65,19,33,0,0.01,0.03,185,301,383,"human_fall","no"
"4197",-20,-624,16912,-0.02,-0.4,10.15,68,18,31,0,0.07,-0.15,191,313,389,"human_fall","no"
"4897",-48,-632,16956,-0.03,-0.31,10.06,65,19,36,0.06,0.19,-0.09,184,299,375,"human_fall","no"
"5596",-24,-600,16880,-0.03,-0.34,10.09,65,19,34,-0.06,0.07,-0.09,186,293,356,"human_fall","no"
"6297",24,-512,16888,0.01,-0.36,10.16,65,20,33,0,0.01,0.03,178,272,330,"human_fall","no"
"6996",60,-656,16752,0.01,-0.36,10.05,65,20,32,-0.13,0.25,0.21,169,257,303,"human_fall","no"
"7697",12,-628,17008,0.02,-0.38,10.13,66,17,31,0.12,0.01,-0.09,159,238,276,"human_fall","no"
"8396",100,-616,16888,-0.01,-0.39,10.12,65,18,32,-0.06,0.01,-0.03,155,229,265,"human_fall","no"
"9096",32,-536,17052,-0.05,-0.33,10.15,64,19,33,0.12,-0.17,-0.03,152,221,257,"human_fall","no"
"9796",-28,-492,16768,0.02,-0.34,10.08,66,22,30,-0.06,0.13,-0.03,158,239,285,"human_fall","no"
"10496",-92,-688,16920,0.03,-0.36,10.18,64,17,30,0.24,0.01,-0.03,159,241,288,"human_fall","no"
"697",-28,-652,16868,-0.03,-0.32,10.2,63,17,31,-0.06,-0.11,0.15,146,254,284,"human_fall","yes"
"1396",-28,-600,16952,-0.02,-0.42,10.11,65,21,34,-0.13,0.07,0.03,144,259,292,"human_fall","no"
"2096",-84,-632,16788,-0.05,-0.38,10.04,65,19,31,0.12,0.07,0.09,151,270,317,"human_fall","no"
"2796",80,-628,16828,-0.01,-0.38,10.19,64,19,34,0,-0.05,0.09,154,270,332,"human_fall","no"
"3496",36,-696,16888,-0.01,-0.39,10.11,65,20,34,-0.06,0.13,0.21,162,285,347,"human_fall","no"
"4036",-40,-512,16960,0.42,0.29,7.83,11,23,28,-2.44,-0.91,-0.34,167,278,348,"human_fall","no"
"4735",-44,-688,16860,-0.01,-0.38,10.1,67,17,31,0.06,-0.11,-0.28,162,271,339,"human_fall","no"
"5436",-68,-644,16732,-0.02,-0.45,10.09,64,19,33,0.06,0.07,0.03,212,411,552,"human_fall","no"
"6136",12,-580,16920,0.01,-0.37,10.1,65,18,34,0.12,0.01,-0.03,227,405,521,"human_fall","no"
"6835",-52,-608,16952,-0.03,-0.38,10.1,67,16,32,-0.06,-0.11,0.09,208,386,493,"human_fall","no"
"7536",-44,-604,16996,-0.02,-0.35,10.15,66,20,29,0.12,0.01,-0.09,206,352,445,"human_fall","no"
"8235",-48,-560,16872,-0.01,-0.38,10.13,67,20,32,0.06,-0.11,-0.15,186,312,398,"human_fall","no"
"8936",-132,-592,16908,0,-0.37,10.13,65,20,32,0.06,0.13,0.09,185,324,405,"human_fall","no"
"9635",-12,-628,16840,-0.06,-0.36,10.14,64,18,30,0,0.01,-0.09,185,325,408,"human_fall","no"
"10335",-12,-628,16808,-0.01,-0.34,10.11,67,19,34,0,-0.11,-0.03,188,317,408,"human_fall","no"
"696",56,-588,16908,0.04,-0.33,10.13,64,15,32,0,-0.17,-0.09,116,119,155,"human_fall","yes"
"1396",-52,-588,16864,0,-0.33,10.08,64,18,28,0,-0.11,-0.03,119,124,165,"human_fall","no"
"2095",36,-564,16920,0.02,-0.37,10.17,64,18,36,0,0.07,0.03,115,123,158,"human_fall","no"
"2796",-28,-580,16764,0.02,-0.36,10.1,62,14,31,-0.13,-0.17,-0.15,115,118,154,"human_fall","no"
"3495",-36,-552,16876,0,-0.38,10.11,65,17,34,0,0.07,-0.03,139,221,248,"human_fall","no"
"4196",-68,-652,16912,-0.03,-0.38,10.15,68,16,31,0.06,-0.11,-0.03,176,292,354,"human_fall","no"
"4896",8,-532,17008,-0.07,-0.34,10.08,64,21,29,0,0.07,-0.03,181,311,383,"human_fall","no"
"5595",-56,-592,16820,-0.06,-0.36,10.06,65,15,31,-0.06,-0.05,0.03,185,315,377,"human_fall","no"
"6296",-4,-516,16956,-0.01,-0.37,10.12,65,19,34,-0.06,0.01,0.09,178,299,352,"human_fall","no"
"6995",-164,-656,16940,-0.1,-0.4,10.12,64,19,36,0.06,-0.05,0.15,181,300,356,"human_fall","no"
"7696",-28,-580,16948,0.01,-0.39,10.13,63,21,34,-0.13,0.01,0.03,170,282,333,"human_fall","no"
"8395",-80,-620,16880,-0.05,-0.37,10.1,63,19,33,0,0.07,0.09,168,264,314,"human_fall","no"
"9096",-40,-548,16896,0,-0.4,10.16,65,19,32,0.12,0.07,-0.09,159,258,302,"human_fall","no"
"9795",-20,-576,16720,-0.02,-0.4,10.01,64,22,30,-0.13,0.13,-0.03,161,248,291,"human_fall","no"
"10495",56,-624,16892,-0.01,-0.3,10.07,64,20,35,-0.06,0.07,0.21,157,254,301,"human_fall","no"
"696",-100,-524,16836,-0.06,-0.29,10.19,65,21,31,0,-0.05,-0.03,110,91,126,"human_fall","yes"
"1396",-20,-620,16908,0,-0.33,10.12,68,21,32,0.06,0.13,0.03,114,100,134,"human_fall","no"
"2095",-16,-612,16888,-0.05,-0.35,10.12,62,22,31,0,0.25,-0.03,110,95,129,"human_fall","no"
"2796",-20,-700,16916,-0.09,-0.38,10.18,64,20,31,-0.06,0.01,-0.03,110,92,128,"human_fall","no"
"3496",-160,-568,16860,-0.12,-0.36,10.16,65,19,31,0,0.07,-0.15,117,109,152,"human_fall","no"
"4196",-12,-548,17076,-0.01,-0.33,10.21,63,18,31,-0.13,-0.17,0.15,117,120,151,"human_fall","no"
"4896",-8,-740,16976,0.03,-0.43,10.05,64,20,30,-0.13,-0.05,-0.09,119,136,156,"human_fall","no"
"5596",-64,-680,16976,-0.08,-0.41,10.09,68,18,30,0.18,-0.11,-0.15,126,154,173,"human_fall","no"
"6296",-88,-608,16856,-0.08,-0.37,10.09,63,19,31,-0.13,-0.05,-0.03,125,152,175,"human_fall","no"
"6995",-92,-596,16920,-0.06,-0.38,10.1,64,17,32,0.12,0.01,0.03,117,143,155,"human_fall","no"
"7696",24,-612,16836,-0.02,-0.35,10.08,66,20,33,0,0.01,0.03,112,134,141,"human_fall","no"
"8395",32,-636,16780,-0.04,-0.37,10.06,65,18,31,-0.13,0.07,0.21,114,140,142,"human_fall","no"
"9096",4,-588,16816,-0.01,-0.37,10.16,68,21,31,0.12,0.01,-0.09,120,142,161,"human_fall","no"
"9796",20,-624,16916,-0.01,-0.37,10.1,65,18,33,-0.13,-0.05,-0.09,116,131,148,"human_fall","no"
"10495",-88,-652,16804,0,-0.27,10.11,66,19,31,-0.13,0.01,0.03,114,121,141,"human_fall","no"
"696",-48,-572,16824,-0.04,-0.34,10.06,63,20,32,-0.06,0.19,0.09,112,136,158,"human_fall","yes"
"1396",-8,-548,16788,-0.08,-0.37,10.11,67,19,32,0.06,0.01,-0.03,110,137,163,"human_fall","no"
"2095",0,-604,17044,-0.01,-0.35,10.13,69,18,31,0.24,0.19,-0.03,113,144,173,"human_fall","no"
"2796",-16,-616,16900,-0.04,-0.39,10.06,66,17,35,-0.13,0.01,0.21,116,152,187,"human_fall","no"
"3495",-56,-644,16932,0.02,-0.34,10.12,67,19,35,0.12,0.07,-0.03,119,162,199,"human_fall","no"
"4196",36,-600,16732,-0.01,-0.41,10,64,19,31,-0.13,0.07,-0.09,151,251,331,"human_fall","no"
"4895",-52,-652,16892,-0.03,-0.39,10.1,66,20,34,0.06,0.01,-0.03,172,283,391,"human_fall","no"
"5595",36,-676,17020,0,-0.41,10.2,66,19,33,0.06,0.01,-0.03,174,292,397,"human_fall","no"
"6295",-24,-568,16804,0.01,-0.37,10.13,63,18,32,0,-0.05,0.09,176,288,384,"human_fall","no"
"6995",-40,-628,16800,-0.04,-0.39,10.05,68,22,33,0.06,0.19,0.03,174,292,385,"human_fall","no"
"7695",-56,-592,16876,-0.04,-0.39,10.07,66,19,31,0,0.13,-0.15,172,288,383,"human_fall","no"
"8395",-156,-600,16944,0,-0.38,10.14,66,20,30,0,0.01,-0.15,170,283,359,"human_fall","no"
"9095",-140,-636,17020,-0.08,-0.38,10.18,66,18,32,0.24,-0.05,0.15,165,283,350,"human_fall","no"
"9795",-80,-516,16960,-0.02,-0.31,10.13,66,20,34,0,-0.17,-0.03,164,280,342,"human_fall","no"
"10495",-116,-656,16804,0,-0.41,10,67,20,34,0,-0.05,0.09,164,270,332,"human_fall","no"
"696",-36,-612,17032,-0.01,-0.36,10.14,66,20,34,-0.15,0.31,-0.07,121,157,207,"human_fall","yes"
"1397",-80,-676,16844,-0.01,-0.38,10.1,64,22,32,0.03,0.19,-0.01,117,153,197,"human_fall","no"
"2097",-52,-728,17044,0.01,-0.4,10.15,65,18,34,0.03,0,-0.01,120,163,207,"human_fall","no"
"2796",-108,-696,16912,0.03,-0.42,10.13,66,20,31,-0.09,0.06,-0.07,120,162,207,"human_fall","no"
"3497",-40,-624,16832,-0.02,-0.37,10.07,63,19,36,-0.09,0,0.05,123,168,213,"human_fall","no"
"4196",-4,-684,16928,-0.04,-0.36,10.1,67,20,36,-0.09,0.13,0.11,116,164,206,"human_fall","no"
"4897",-4,-624,16924,-0.02,-0.4,10.05,65,17,32,-0.15,-0.18,-0.01,137,248,281,"human_fall","no"
"5596",-40,-544,16936,-0.05,-0.35,10.16,63,20,32,0.03,0,0.05,164,314,399,"human_fall","no"
"6296",-88,-612,16700,0,-0.38,10.07,67,20,33,0.1,0,-0.13,186,337,429,"human_fall","no"
"6996",-16,-604,16764,0,-0.35,10.04,67,18,31,0.03,0,0.05,188,349,432,"human_fall","no"
"7696",-88,-644,16832,0,-0.36,10.1,65,19,32,-0.03,0.06,-0.01,186,346,439,"human_fall","no"
"8396",-28,-608,16808,0.03,-0.36,10.06,68,19,33,0.16,0,0.05,187,338,436,"human_fall","no"
"9096",-16,-692,16952,0.01,-0.4,10.15,63,18,31,-0.09,0,-0.01,191,337,420,"human_fall","no"
"9795",-4,-600,17044,0.01,-0.36,10.14,67,20,35,-0.09,0.06,0.18,183,342,445,"human_fall","no"
"10496",-112,-664,16836,-0.02,-0.37,10.12,69,18,35,-0.09,0.06,0.05,178,329,429,"human_fall","no"
"695",-60,-588,16908,-0.04,-0.39,10.06,64,18,33,0.03,0,-0.07,123,149,164,"human_fall","yes"
"1395",-180,-628,16836,-0.04,-0.35,10.04,65,19,32,-0.03,0.06,0.11,124,158,179,"human_fall","no"
"2095",48,-600,16788,0.02,-0.34,10.07,63,19,28,-0.03,-0.12,-0.19,123,151,177,"human_fall","no"
"2795",-32,-608,16880,-0.05,-0.37,10.14,69,19,32,0.1,0,0.11,123,153,174,"human_fall","no"
"3220",24,-576,17004,-0.03,-0.36,10.11,65,19,35,-0.15,0.13,-0.13,128,156,191,"human_fall","no"
"3253",20,-556,16884,-0.05,-0.36,10.22,67,12,30,0.1,-0.97,-0.07,131,158,189,"human_fall","no"
"3263",152,-580,16560,-0.07,-0.33,10.19,136,103,49,7.78,5.13,1.21,128,158,190,"human_fall","no"
"3963",8,-588,16904,-0.06,-0.41,10.15,64,19,33,0.1,0,-0.07,128,152,190,"human_fall","no"
"4663",48,-640,16900,0.02,-0.36,10.13,67,20,31,0.03,0.13,-0.07,153,212,281,"human_fall","no"
"5363",16,-624,16892,0.02,-0.33,10.04,65,19,33,-0.09,0,0.05,172,252,354,"human_fall","no"
"6063",-56,-612,16872,-0.05,-0.35,10.09,66,22,32,0.1,0.13,0.05,183,287,394,"human_fall","no"
"6763",-44,-536,16848,-0.03,-0.33,10.07,62,18,33,-0.15,0,0.05,184,330,419,"human_fall","no"
"7462",-60,-628,16992,-0.01,-0.36,10.08,64,17,32,-0.03,0,-0.01,182,319,413,"human_fall","no"
"8163",60,-528,16880,0.05,-0.36,10.13,64,19,30,0.03,0.06,-0.01,174,294,378,"human_fall","no"
"8862",-140,-580,16920,-0.03,-0.39,10.1,67,19,34,-0.03,-0.06,0.05,170,290,356,"human_fall","no"
"9563",24,-572,17000,0.01,-0.34,10.17,66,18,32,0.16,0,-0.07,164,267,333,"human_fall","no"
"10262",104,-520,16940,-0.01,-0.32,10.02,65,19,31,0.03,-0.18,-0.01,159,251,303,"human_fall","no"
"695",-4,-616,16840,0.01,-0.36,10.1,65,16,30,0.16,0,0.11,123,153,204,"human_fall","yes"
"1396",-80,-704,16944,0.02,-0.41,10.1,65,20,33,0.1,-0.06,0.05,123,158,212,"human_fall","no"
"2095",40,-564,16896,0,-0.4,10.09,63,18,34,-0.21,-0.06,-0.07,119,144,197,"human_fall","no"
"2796",-88,-564,16856,-0.04,-0.35,10.13,67,19,32,0.22,-0.06,-0.13,115,133,179,"human_fall","no"
"3496",-72,-616,16780,0.01,-0.32,10.07,66,20,32,-0.03,0.06,0.18,109,123,166,"human_fall","no"
"4195",-76,-672,16736,-0.02,-0.43,10.02,68,21,31,0.03,-0.12,-0.01,109,116,155,"human_fall","no"
"4896",0,-580,16836,-0.02,-0.36,10.11,64,19,35,0.03,-0.06,0.18,103,109,142,"human_fall","no"
"5595",-40,-568,16908,-0.02,-0.34,10.1,63,19,32,-0.09,0.06,0.05,138,210,260,"human_fall","no"
"6296",-28,-564,16788,0.01,-0.35,10.1,65,22,32,-0.09,0.06,-0.01,149,223,292,"human_fall","no"
"6995",20,-620,16848,0,-0.34,10.13,66,20,31,0.1,0.06,0.05,154,224,300,"human_fall","no"
"7696",-56,-596,16976,-0.04,-0.32,10.16,63,18,33,-0.21,-0.18,-0.07,151,215,280,"human_fall","no"
"8395",24,-644,16924,-0.06,-0.4,10.14,65,19,32,0.03,-0.06,-0.07,147,206,264,"human_fall","no"
"9095",44,-584,16804,0.03,-0.35,10.05,65,19,36,0.16,0.13,0.05,139,202,244,"human_fall","no"
"9795",-16,-712,16932,-0.02,-0.41,10.08,65,18,31,-0.15,0,0.11,142,203,247,"human_fall","no"
"10495",-56,-572,17008,-0.01,-0.37,10.12,66,18,34,0.03,0,0.24,140,201,237,"human_fall","no"
"696",24,-584,16972,0.02,-0.36,10.12,65,18,33,0.03,-0.06,0.03,124,162,256,"human_fall","yes"
"1317",-44,-528,16716,0.54,-0.05,8.14,21,11,27,-1.8,-0.98,-0.39,127,157,242,"human_fall","no"
"1354",-104,-520,16980,-0.02,-0.35,10.01,63,17,34,-0.15,-0.31,0.09,122,152,225,"human_fall","no"
"1386",48,-688,17276,-0.01,-0.39,10.15,69,-1,31,-0.03,0.06,0.22,115,134,208,"human_fall","no"
"1432",-36,-612,17000,-0.02,-0.37,9.96,87,47,38,2.72,2.68,0.52,123,148,213,"human_fall","no"
"1460",-168,-620,17080,0.06,-0.41,10.1,61,-6,28,0.46,1.34,-0.21,119,148,194,"human_fall","no"
"2161",-76,-652,16976,0,-0.37,10.18,65,17,35,0.03,-0.19,0.03,113,143,187,"human_fall","no"
"2860",-48,-548,17012,0,-0.38,10.18,63,19,31,-0.21,0,-0.09,144,213,299,"human_fall","no"
"3561",60,-608,17012,0.01,-0.36,10.11,66,20,31,-0.09,0,-0.03,156,231,319,"human_fall","no"
"4260",-8,-572,16820,-0.05,-0.34,10.09,69,19,33,0.1,-0.06,0.03,159,250,338,"human_fall","no"
"4960",-88,-676,16876,-0.01,-0.38,10.16,63,21,31,-0.03,0.06,-0.09,166,247,334,"human_fall","no"
"5660",-16,-620,16880,0.01,-0.36,10.02,66,17,31,0.03,0,-0.03,153,240,316,"human_fall","no"
"6360",-16,-624,16944,-0.02,-0.38,10.13,64,21,30,0.1,0.18,0.09,150,235,299,"human_fall","no"
"7060",0,-552,16832,0.02,-0.38,10.13,64,19,34,-0.03,-0.13,-0.03,145,234,287,"human_fall","no"
"7760",-24,-576,16816,0.01,-0.36,10.14,66,21,32,0.1,0.06,0.09,150,236,281,"human_fall","no"
"8459",-92,-632,16972,-0.02,-0.32,10.16,68,20,36,0.1,-0.13,0.15,142,209,261,"human_fall","no"
"9160",-12,-640,16860,0.02,-0.4,10.02,65,19,32,0.1,0.06,0.09,139,174,236,"human_fall","no"
"9860",-20,-592,16976,0.02,-0.32,10.13,66,21,32,-0.03,0,0.03,130,163,220,"human_fall","no"
"10560",-72,-600,16904,-0.04,-0.37,10.16,63,19,33,-0.03,-0.06,-0.03,126,149,195,"human_fall","no"
"695",0,-668,16932,0,-0.37,10.06,66,20,33,-0.03,0.06,-0.03,109,149,186,"human_fall","yes"
"1396",-24,-640,16832,-0.06,-0.36,10.21,67,19,31,0.03,0,-0.03,107,154,187,"human_fall","no"
"2095",16,-676,16820,0.01,-0.36,10.09,66,20,34,0.03,0,-0.03,109,158,189,"human_fall","no"
"2795",-100,-576,16872,-0.05,-0.36,10.07,65,18,36,-0.03,0.12,-0.03,115,166,203,"human_fall","no"
"3327",76,-588,17020,0.24,-0.35,9.83,64,31,35,0.64,1.64,0.09,121,180,216,"human_fall","no"
"4026",0,-684,16948,0.04,-0.39,10.04,64,23,34,-0.15,0,0.03,117,175,218,"human_fall","no"
"4727",-36,-620,16900,-0.03,-0.35,10.13,64,18,36,-0.21,0,0.09,131,187,259,"human_fall","no"
"5426",-68,-648,16868,-0.06,-0.42,10.11,68,19,33,0.03,0.06,0.03,146,225,321,"human_fall","no"
"6126",-24,-636,16868,0,-0.34,10.16,66,19,35,-0.03,0,0.03,154,227,317,"human_fall","no"
